frames,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25,lbp_26,lbp_27,lbp_28,lbp_29,lbp_30,lbp_31,lbp_32,lbp_33,lbp_34,lbp_35,lbp_36,lbp_37,lbp_38,lbp_39,lbp_40,lbp_41,lbp_42,lbp_43,lbp_44,lbp_45,lbp_46,lbp_47,lbp_48,lbp_49,lbp_50,lbp_51,lbp_52,lbp_53,lbp_54,lbp_55,lbp_56,lbp_57,lbp_58,optical_flow_0,optical_flow_1,optical_flow_2,optical_flow_3,Lip_Feature_1,Lip_Feature_2,Lip_Feature_3,Lip_Feature_4,Lip_Feature_5,Lip_Feature_6,Lip_Feature_7,Lip_Feature_8,Lip_Feature_9,Lip_Feature_10,labels,person
1235.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167845,0.000363818,2.598864555,2.016236067,21.21320344,21.21320344,19.10497317,148.0540442,48.16637832,70.25667228,68.11754546,68.02940541,46.01086828,176.0710084,जल्दी,agni
1236.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469035,0.001171464,3.314054728,1.866695285,25.07987241,26.07680962,23.02172887,142.0880009,48.0416486,71.1758386,69.0651866,70.00714249,47.01063709,171.1432149,जल्दी,agni
1237.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048637,0.001069836,3.572034359,2.109373093,22.09072203,23.08679276,21.09502311,149.1643389,48.16637832,70.25667228,68.11754546,69.02897942,47.01063709,177.2286659,जल्दी,agni
1238.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000633486,0.001495329,3.780522346,1.529172897,22.20360331,23.19482701,21.09502311,143.1712262,48.16637832,71.34423593,69.11584478,69.02897942,48.0416486,172.2353042,जल्दी,agni
1239.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000654888,0.001503491,3.87949729,1.731652379,26.17250466,26.17250466,23.08679276,144.1700385,48.16637832,70.25667228,69.11584478,69.02897942,47.01063709,173.1848723,से,agni
1240.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482791,0.001079777,3.93264842,1.726150751,23.34523506,24.33105012,21.21320344,146.2190138,48.25971405,70.45565982,68.18357573,68.11754546,48.09365863,174.2871194,से,agni
1241.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000470194,0.001046057,3.814445257,1.676517367,20.39607805,20.22374842,18.11077028,146.2771342,46.27094121,66.37017402,64.19501538,65.06919394,46.09772229,176.2299634,से,agni
1242.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365436,0.000738644,3.079437017,2.26725769,19.23538406,19.23538406,17.11724277,149.1643389,45.17742799,65.37583651,64.12487817,65.06919394,43.0464865,177.138364,से,agni
1243.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000405809,0.000854884,3.938928127,1.82573235,19.23538406,20.09975124,19.10497317,142.2251736,46.27094121,68.35934464,66.12110102,68.02940541,47.04253395,172.2353042,से,agni
1244.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000468849,0.001243521,3.02212739,2.031017542,23.19482701,24.33105012,22.09072203,143.1258188,50.15974482,73.33484847,71.11258679,72.02777242,49.04079934,172.185946,रखें,agni
1245.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000716623,0.001815834,3.95095396,1.830878615,17.2626765,18.11077028,16.1245155,144.0867794,49.16299421,71.34423593,69.11584478,70.0285656,48.01041554,173.1415606,रखें,agni
1246.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000908326,0.002025109,3.278820992,1.910079241,11.18033989,12.16552506,11.18033989,140.1748908,46.17358552,68.26419266,66.06814664,67.00746227,44.01136217,168.2408987,रखें,agni
1247.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000755557,0.001699415,3.516778946,1.803879142,15.03329638,16.1245155,15.03329638,139.1294361,50.08991915,72.24956747,71.06335202,72,47.01063709,168.1457701,रखें,agni
1248.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571395,0.001448298,3.467766523,2.010961533,22.20360331,22.09072203,21.09502311,143.0873859,49.16299421,74.24284477,72.0624729,72.02777242,48.0416486,171.1870322,रखें,agni
1249.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063487,0.001430046,3.370267868,1.744843602,22.20360331,23.08679276,20.02498439,142.1724305,50.15974482,72.33947747,70.11419257,71.02816343,47.04253395,172.1423829,रखें,agni
1250.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000750568,0.001743237,3.458076477,1.920455933,17.11724277,17.11724277,15.03329638,142.0880009,51.0881591,74.16872656,71.06335202,73.00684899,49.01020302,171.1052308,रखें,agni
1251.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000513923,0.001296482,3.431848526,1.944962621,18.24828759,18.24828759,17.11724277,139.1294361,50.08991915,74.24284477,73.10950691,73.02739212,49.04079934,167.1077497,रखें,agni
1252.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001096533,0.002422366,2.210689068,1.428778172,26.17250466,26.07680962,24.08318916,135.1332676,51.15662225,74.24284477,72.0624729,73.02739212,49.04079934,164.1493223,रखें,agni
1253.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000473241,0.00092493,3.756894112,1.797688127,12.04159458,13,12,111.0405331,49,76.05918748,72,75.02666193,49.01020302,137.0583817,मेरे,agni
1254.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001205635,0.002789883,3.325085163,1.780431986,22.02271555,24,21,112.0044642,51,77.02596965,76.02631123,78.05767099,52.0096145,139.0035971,मेरे,agni
1255.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001039644,0.002315434,3.345225334,1.932738066,25,27,25.01999201,109.0045871,51.00980298,76.00657866,74.02702209,75.10659092,50.009999,134.0335779,मेरे,agni
1256.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000907038,0.001797323,3.43928051,1.801627636,22.09072203,24,22.02271555,113.0707743,46.01086828,70.0285656,68.00735254,70.06425622,45.04442252,137.0583817,मेरे,agni
1257.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000935027,0.001858393,3.29287529,1.834424138,22.09072203,24,22.02271555,113.0707743,46.01086828,70.0285656,68.00735254,70.06425622,45.04442252,137.0583817,फोन,agni
1258.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000675194,0.001447532,3.363682032,2.131980896,15.29705854,16.1245155,15,116,40,60.03332408,58.00862005,60.03332408,40.01249805,142,फोन,agni
1259.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001039644,0.002315434,3.345225334,1.932738066,7.071067812,8.062257748,6,117.0384552,37.01351105,55.03635162,52,54.00925847,35,140.0571312,फोन,agni
1260.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000540836,0.001105283,3.159525394,2.117683411,3.605551275,4.123105626,2.236067977,117.0384552,34.0147027,51.03920062,48.01041554,50,31,140.0571312,फोन,agni
1261.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000405717,0.000813661,3.200410128,2.027325392,3.16227766,3.16227766,2,108.0046295,34.0147027,49.04079934,47,50.009999,32.01562119,131.0038167,फोन,agni
1262.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052704,0.001078673,3.254638672,2.028587341,4.123105626,5.099019514,3.16227766,110.0045454,35.0142828,52.03844733,50.009999,51.03920062,33,133.0338303,फोन,agni
1263.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201838,0.000342528,3.562801838,1.965505838,5.385164807,6.08276253,5.099019514,106,35.0142828,52.03844733,50,53.03772242,34.0147027,130.0153837,फोन,agni
1264.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071116,0.001758681,3.651624203,2.094482899,6,6,5.099019514,104.0048076,38,55.00909016,53,56.0357029,36.05551275,126.015872,फोन,agni
1265.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260223,0.000481199,3.223669529,1.936837912,3.16227766,4,4,102,39,58.03447251,56,58.03447251,37.01351105,126.015872,फोन,agni
1266.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000999841,0.003065023,3.7208426,2.095435381,3.16227766,4.123105626,4.123105626,106,37.01351105,54.08326913,52,54.03702434,35.0142828,129.0038759,पर,agni
1267.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000596951,0.001367959,3.527123451,2.090731859,2,1.414213562,1.414213562,104,32,48.0416486,46,48.01041554,31.01612484,126.0039682,पर,agni
1268.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402872,0.001086061,3.272168875,2.069581985,1.414213562,1,1,108.0046295,29.01723626,45.01110974,42.01190308,46.09772229,28.01785145,128.015624,पर,agni
1269.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284982,0.000616595,3.457055807,2.063006639,0,1.414213562,1,107.0046728,32.01562119,48.0416486,46.01086828,49.09175083,31,128.015624,पर,agni
1270.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001063048,0.002917777,3.594288588,2.270896435,1,1,1.414213562,108.0046295,37,54.00925847,52.0096145,55.08175742,36.05551275,130.0153837,पर,agni
1271.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000509299,0.001372659,3.446274281,2.145706654,3.605551275,4,4.123105626,111.0045044,36,54.08326913,52,55.03635162,35.0142828,134.0149245,पर,agni
1272.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000751668,0.002325278,3.060494184,2.251029968,3.16227766,4,2.236067977,111.0045044,39,59.07622195,56.00892786,59.00847397,37.01351105,134.0037313,पर,agni
1273.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000970789,0.002601146,4.015161037,2.07938385,4.472135955,4.123105626,4,114,38.01315562,58.07753438,57,58.00862005,37.01351105,139.0035971,जोर,agni
1274.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276529,0.000560436,3.528218031,2.134951591,4.123105626,5.099019514,5.099019514,114,39.01281841,59.13543777,57.00877125,59.00847397,39,139.0035971,जोर,agni
1275.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346417,0.000721287,3.510735989,1.977648258,4.472135955,5.099019514,3.16227766,117,39.01281841,57.14017851,56.00892786,58.00862005,39.01281841,142.0035211,जोर,agni
1276.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000500712,0.001180582,3.732295275,2.169110537,2.828427125,2.236067977,1,114.0043859,40.01249805,60.13318551,56.0357029,59.00847397,39,138.0326048,जोर,agni
1277.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615441,0.001629166,3.539114952,1.966729999,2.828427125,1.414213562,1.414213562,115.01739,38.01315562,57.14017851,54.00925847,56.00892786,37,138.0326048,जोर,agni
1278.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000729758,0.001527689,3.679960966,1.862985849,1.414213562,1.414213562,1,114,40.04996879,61.13100686,58.00862005,60,38.01315562,138.014492,जोर,agni
1279.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000964318,0.002501219,3.758442879,2.145013332,2.236067977,2.236067977,1,111,40.01249805,61.03277808,59,61.07372594,38.01315562,134.0037313,जोर,agni
1280.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087952,0.002417284,3.910659075,2.145569086,1,1.414213562,0,113.0044247,38,59.03388857,57,60.03332408,38.01315562,134,जोर,agni
1281.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796642,0.001941465,3.519973516,1.846056342,2.236067977,2.236067977,1,112,40.01249805,62.07253821,59,61.03277808,38.01315562,135.0037037,से,agni
1282.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992503,0.002460951,3.944404602,2.084229708,4.472135955,4.123105626,3.16227766,113,42.01190308,64.12487817,60.00833275,62.00806399,39,136.0036764,से,agni
1283.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038139,0.000785059,3.921091795,1.966292739,7.280109889,8.246211251,6.08276253,120.0041666,40.01249805,60.13318551,58.03447251,60,38,144,से,agni
1284.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001088022,0.002840006,3.574091434,1.915654182,10.19803903,11.18033989,10.04987562,114,41.0487515,62.20128616,61.03277808,63,40.01249805,138,से,agni
1285.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000339279,0.000717944,3.427417517,1.813032269,16.2788206,17.11724277,15,118.0042372,45.04442252,68.11754546,66.06814664,67,42,143.0139853,से,agni
1286.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000892672,0.002416729,3.585317135,1.902757049,20.02498439,21.02379604,19.02629759,123.004065,49.04079934,74.10802925,73.00684899,73.02739212,47.01063709,149.0033557,से,agni
1287.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107697,0.002449104,3.619974136,1.879306793,5.099019514,7.071067812,5.099019514,117.0170928,47.04253395,72.11102551,69,71.02816343,46.01086828,143.0314651,से,agni
1288.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000976097,0.002297769,3.36978817,1.841555119,5.099019514,7.071067812,5.099019514,117.0170928,47.04253395,72.11102551,69,71.02816343,46.01086828,143.0314651,पांच,agni
1289.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000892672,0.002416729,3.585317135,1.902757049,2.236067977,1.414213562,0,110,32.01562119,51.0881591,49.01020302,52.03844733,32,134.0037313,पांच,agni
1290.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207479,0.000401299,3.225788116,1.989979506,1.414213562,2.236067977,2,116,32.01562119,50.08991915,47.01063709,50.009999,33.01514804,138,पांच,agni
1291.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039632,0.000874187,3.368502617,2.222807407,1,2,1,113,31,48.09365863,45.01110974,48.01041554,30,136.0147051,पांच,agni
1292.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000987165,0.002158656,3.479768753,2.23723793,0,1,1.414213562,114.0043859,34,53.03772242,50.009999,53.03772242,33.01514804,138.0036231,पांच,agni
1293.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000427646,0.000956471,3.387277365,2.108047962,4,5,4,115,34,52.08646657,49.01020302,53.03772242,33.01514804,138,पांच,agni
1294.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000840368,0.001949524,3.804157019,1.782062054,13.15294644,15.03329638,14,112.0044642,43.01162634,65.12296062,64,66.03029608,44.01136217,138.014492,पांच,agni
1295.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376442,0.00081412,3.401422977,2.162196636,12.16552506,14.03566885,12.04159458,115.01739,48.01041554,72.11102551,70.0285656,73.02739212,49,140.0321392,पांच,agni
1296.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000570959,0.00098453,3.45039463,1.903965592,21.09502311,23.08679276,21,116.0172401,49.04079934,71.1758386,70.00714249,72,49,142,पांच,agni
1297.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119735,0.002686282,3.430679798,1.785856724,23.19482701,25.07987241,23.08679276,118.0169479,48.09365863,70.17834424,68.0661443,70,46,143.0139853,पांच,agni
1298.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000621464,0.001275351,3.324447632,1.782785773,23.19482701,25.07987241,23.08679276,118.0169479,48.09365863,70.17834424,68.0661443,70,46,143.0139853,बार,agni
